population,COD_GEO_N
1509,78070
3935,21025
12721,88055
14733,38010
6119,07047
2684,46035
2862,55008
743,46040
1468,19037
878,94250
577,78060
222,89050
3286,41055
304,85065
443,50013
24806,57040
444,13045
530,88070
765,30055
1744,18065
759,83090
4330,52035
1576,45085
323,48005
271,87050
444,13055
282,87100
62643,73015
1161,45035
1102,98005
20951,96020
367,80115
617,08080
28122,73005
975,50100
8957,21045
3944,66112
83,98035
191,15065
7217,16013
380,96005
59,78050
570,44045
2008,88022
905,37210
19942,66107
706,85020
6292,27028
13441,70022
994,31008
3015,19105
3870,21025
13827,38010
2581,46035
704,46040
836,94250
218,89050
298,85065
24448,57040
534,88070
1717,18065
4348,52035
320,48005
432,13055
20684,96020
61543,73015
20771,96020
1090,98005
620,08080
671,83045
625,08080
348,80115
11834,46078
27296,73005
95066,58007
8315,21045
7764,76043
10045,73030
652,84025
1259,41070
1873,12057
507,59030
706,84030
24097,67020
12001,82020
2573,04047
1984,05060
3156,18045
3750,34030
12260,57010
4140,06013
767,05077
2146,07018
944,83040
31692,57005
1800,91020
1945,37220
88,88005
7419,02028
1436,99020
1109,51080
411,83085
408,83085
1133,45095
1041,45095
669,46065
666,46065
2739,05045
2710,05045
652,98010
652,98010
677,42040
636,42040
42425,58033
42730,58033
712,83050
677,83050
703,80145
673,80145
1041,78075
1052,78075
2352,46090
2325,46090
1044,84005
1030,84005
297,46070
277,46070
11757,46078
10858,46078
91693,58007
90161,58007
7772,76043
7316,76043
698,84025
690,84025
1185,41070
1159,41070
1874,12057
1855,12057
738,84030
532,59030
23685,67020
729,84030
11615,82020
22803,67020
2452,04047
11390,82020
2016,05060
2341,04047
3132,18045
2015,05060
3629,34030
3058,18045
11931,57010
3465,34030
4190,06013
11294,57010
763,05077
4043,06013
2242,07018
746,05077
876,83040
2269,07018
31462,57005
844,83040
1830,91020
31447,57005
2010,37220
1766,91020
124,88005
1862,37220
1537,99020
135,88005
1033,51080
7350,02028
6357,60005
1552,99020
291,41020
987,51080
51614,67050
6175,60005
4571,21035
294,41020
293,87095
50626,67050
8337,82025
4414,21035
871,80103
286,87095
5035,62047
7465,82025
945,39030
778,80103
7315,99025
4926,62047
352,84090
922,39030
1433,96035
7388,99025
1018,79065
347,84090
1257,84015
1444,96035
499,87110
22306,67020
11193,82020
2327,04047
1980,05060
3105,18045
3457,34030
10959,57010
4015,06013
741,05077
2273,07018
808,83040
31397,57005
1743,91020
1909,37220
135,88005
7441,02028
1609,99020
986,51080
6166,60005
282,41020
49953,67050
4288,21035
296,87095
7187,82025
768,80103
4816,62047
939,39030
7559,99025
345,84090
1481,96035
948,79065
1234,84015
3053,15035
519,87110
391,87075
1552,42110
626,03010
8909,44037
674,95050
3174,44071
8989,59035
5432,41038
7221,71040
831,98015
34761,66058
782,30090
14727,46080
4079,61013
3833,40047
2336,39152
2826,13005
1862,83070
8141,67025
489,83005
1007,93005
872,38070
2246,34058
17998,72010
2374,31015
1138,31020
714,44023
14039,92022
50453,66142
7337,34025
20040,66087
982,33040
78345,49058
1794,41117
433,80135
879,85030
372,69075
3524,46050
688,87005
907,87085
1082,49015
3826,41060
2192,31122
576,46085
264,44010
2069,45093
502,83075
399,69050
916,62053
539,06025
326,10005
205,77011
9604,46112
448,80005
565,94220
2740,79097
2455,97035
2929,95045
1382,84060
651,38047
2092,22010
1301,26005
1678,69010
290,96015
1144,46010
1763,30025
316,85055
490,87020
15179,03005
286755,81017
986,92055
254,96010
1423,69060
1969,76025
1079,99060
2458,83032
68599,47017
3429,02015
445,35040
1060,03020
210,09060
1147,83095
484,50065
1787,76055
2841,76052
424,98014
469,01042
381,08015
332,85095
872,39010
181,41075
7350,66062
232,40005
840,76065
689,45043
2188,45055
747,69005
3395,98040
2564,93020
1301,93025
797,68010
2003,68015
1436,56042
1311,35035
2141,69045
882,19070
580,05025
363,05020
817,69025
889,78065
5292,71100
2511,69055
902,32058
869,31040
370,78042
21136,61025
609,14050
978,83015
791,79025
139,42070
1902,39097
359,31105
484,85010
20298,66102
605,90017
1370,78115
749,88030
1386,91050
781,19090
1774,29030
1087,79047
8164,15013
216,04030
1231,78130
444,88045
793,41027
8153,82035
4040,14085
26192,67015
2463,54035
429,09005
351,87080
7319,87090
229,10010
10933,90012
630,52050
325,50085
2423,78120
1350,93055
1400,07057
1283,35010
499,13060
7905,22040
1165,91005
5595,46075
696,22030
517,13060
2775,79078
431,80130
158,77055
1033,30080
482,79015
184,90027
3892,28053
176,18010
13427,76020
5601,30030
2655,56023
146,29095
456,79060
601,83020
262,22015
477,79105
505,34120
969,80095
1906,78095
44,78127
550,85070
481,93060
1607,30095
16727,23057
934,88035
3807,21040
5814,82005
5017,52017
1242,94210
903,78015
1612,94265
824,79050
2044,93065
163,06060
23380,60028
290,85060
217,88080
2576,33060
1322,32072
439754,65005
14157,52007
1388,49025
958,85052
632,42045
2156,99005
479,33123
948,49020
266,13050
303,38020
8899,60037
2363,67055
640,95018
7076,71050
5477,71033
1327,16048
1845,95025
478,09015
12146,01023
940,08005
147440,25213
129,71095
199,98020
5,66092
634,84035
11281,71060
456,41085
1316,84082
1106,16023
3787,17078
1279,12043
459,84040
431,80055
888,80060
428,98045
966,95032
249338,58227
9519,73025
1233,85037
791,33115
7176,51015
1022,83010
1621,32065
2717,87058
430,39165
27354,45072
3274,89015
2194,52095
3832,83065
807,38028
2353,84065
2683,06005
430,42065
11179,55048
273,04025
720,30035
445,44060
49466,64015
2347,51008
525,53010
1418,99015
14142,08053
618,06045
665,80065
5909,57025
1064,42075
14337,67045
1641,83060
3928,93012
551,09048
312,30040
1622,76030
57596,74005
191,85075
625,78055
1123,14005
628,83088
949,80010
6213,09077
14149,79088
11078,18050
1012,80090
1801546,66023
4012,66007
5287,66047
22027,66072
3203,56097
19022,57035
585,79110
162,04015
10113,78102
4333,77050
359,80085
594,03025
571,80110
1413,30045
4110,68030
270,98025
339,85100
4440,34007
1410,05040
3709,05070
743,41037
8454,50072
2095,79030
3017,92040
779,87115
651,45050
757,19010
293,80015
416,39015
937,62055
644,80020
786,82010
11214,71065
179,92060
697,32080
2909,61045
740,35005
796,79010
345,23015
960,30010
806,15025
1044,11045
1718,29120
9454,61030
35,12045
668,46100
1624,49075
1000,49080
1568,79005
5970,37235
994,85090
1159,12080
377,18040
886,33085
1712,06020
1448,56015
736,45020
5852,72032
4666,45115
3682,69037
929,84055
8280,57030
597,13015
236,09040
1408,87025
2092,80037
518,38055
3096,05032
3051,02005
497,92010
851,16005
174,03015
614,94205
3129,77030
2192,50113
512,46025
14968,71070
348,30020
1102,80045
6583,32040
2628,32045
2495,13095
1386,06030
1305,96030
6477,72020
33382,66097
1738,71055
582,71140
1861,96025
5935,82030
9874,34017
215,84020
6574,97022
2236,02047
3240,34048
613,95040
1817,45030
692,87035
900,88090
13328,75040
1751,09065
6230,32033
546958,23027
1372,42032
1324,96040
336,87010
149,84100
11402,62037
265,85105
85751,60013
5479,55057
3265,42098
7970,71133
49507,10043
1617,80078
164,06035
125,04020
550,34135
264,98055
2321,71005
1198,13025
20017,12072
412,94215
1496,89010
967,14065
4430,79037
211,98050
9886,91025
405,87015
13963,73020
2819,55037
43011,86042
1091,48015
1310,48010
4092,47047
1790,95010
536,31130
146606,94068
485,17015
505,08030
945,35015
3526,77065
515,40010
396,31095
4457,33045
458,53015
1112,15030
785,79022
1199,34097
1675,39085
2540,56055
2217,14035
284,07065
1322,63023
498,06050
2901,51065
517,27015
707,05065
3269,47010
3248,62025
12946,59015
3996,94255
3951,61040
3064,10030
679,14040
3744,80027
2976,76008
155,06040
466,91010
2669,69070
4000,19062
136,18070
1640,33095
1706,57075
4219,12015
7093,33090
1227,46017
1221,12065
306,13100
1453,17055
339,92005
668,98012
19477,23072
696,30005
1192,51025
875,54105
2030,52055
2674,34038
17323,57020
1009,28025
30,45080
1623,29100
2470,26055
1600,68005
598,54115
2113,56065
1030,49125
4994,51085
2937,93030
1125,85045
534,14010
26855,58037
6402,63055
536,40025
727,28070
1435,34078
862,50030
598,50035
5922,55023
14575,61035
2492,19097
775,94260
232,09010
1720,57057
3095,39060
2721,69017
1190,42100
470,11005
333,07090
219,52075
1797,71045
17156,75005
2277,62065
3256,29057
29273,67035
1869,52062
1079,12005
488,28040
2041,68035
729,17045
3470,89015
4896,49070
347,07105
2521,54017
535,17040
2175,62075
1877,19030
861,53005
2880,94245
510,14055
4385,42025
2303,57068
682,52090
2600,54060
445,88065
841,09030
4002,62060
13495,77022
1130,33017
10832,78032
940,09035
1770,55030
612,51055
2889,21030
5038,66117
1953,37205
1606,14090
632,42050
2138,56060
3633,77035
6273,04037
2766,53065
14974,73035
558,79115
536,18025
832,28015
1424,69065
2137,62020
1414,56105
8059,22045
708,49085
17463,67030
2588,45060
8047,22005
382,38060
2229,47055
865,30050
712,48020
594,34105
3484,19055
2386,68020
558,31060
1582,39117
2513,33102
768,49100
375,92050
1373,68045
609,85015
1192,33080
716,51050
542,44055
1441,52030
377,39090
1638,62070
944,50005
329,18035
962,20010
1106,08023
364,17025
886,09085
366,07010
395,11030
451,38035
996,37215
2346,52040
963,87030
777,88085
873,91030
1691,54095
401,39035
893,14025
382,87070
1328,26040
320,07040
285,09020
1043,92015
30200,59010
10678,63060
1811,28045
971,71115
1878,51075
296,11035
679,17060
273,50095
2771,09092
271,18020
1376,78020
440,05050
2530,26022
324,13085
2265,54025
277,04005
1672,62030
1133,26035
3079,77012
168,07005
13606,26030
456,38015
2914,54030
1213,63005
1030,71110
19467,72015
5640,70012
3142,61050
480,80125
518,50057
863,93075
245,08040
1588,17030
981,50050
1086,20030
2381,29112
839,12030
315,31050
294,11015
730,28030
414,94230
353,28065
1103,46105
372,39105
17184,75028
698,38040
584,32023
2014,63030
2429,35050
26460,73010
995,02010
558,83055
957,70030
735,45100
4636,51090
1138,49105
457,92065
456,85085
393,10075
1345,51040
587,13030
45230,72005
566,29025
2478,53025
1799,10070
925,18015
3584,78047
10266,91042
939,88060
1468,49005
6682,62007
1009,94225
2050,32013
3462,21010
1624,33052
262,31030
631,06055
1627,18060
569,20005
628,91015
1966,50128
2387,42020
249,12025
1076,27065
2113,94235
2673,52080
2654,52085
1149,09025
3560,22025
695,14075
2164,93035
2157,29013
33348,29073
1160,56010
958,40032
230,53085
283,14045
4979,49048
2197,19075
297,34060
2686,33035
335,05015
1486,49113
53,11020
5705,19068
877,93070
704,44015
99,29020
1118,16050
9886,75045
6026,94240
1548,29038
736,13090
1350,12010
1352,54100
56886,54048
2054,52045
699,46095
652,15005
3072,26063
2710,67040
666,41012
4148,63013
681,31140
178,31025
1922,68040
1043,33065
3203,57033
363,31100
168,08010
1596,11010
240,13010
1253,20015
4517,62015
3418,17070
98036,56083
78839,75017
1415,21020
1369,47040
4891,27043
1718,31045
391,14030
539,09070
412,27050
1608,53050
7078,72025
1352,54110
550,27055
368,31035
656,18005
574,13040
994,51045
22725,58012
197,87120
6762,26070
1812,20020
21250,71105
1319,19050
366,08065
2449,50042
1132,34115
1110,19020
946,07030
923,51035
3066,54072
2017,63065
22663,63048
717,54120
1139,39170
362,28035
1669,70035
2,21015
1248,13080
435,28060
558,37225
1749,49030
1045,30072
631,93080
656,28075
1391,49095
1527,19025
480,44003
891,88040
2936,34065
385,13020
418,17020
519,54125
345,10025
2187,57050
2550,29045
4539,55065
2322,67005
2646,57045
663,11050
779,88050
1358,51070
3410,37230
1088,04010
194,11025
3454,68050
1804,19110
2365,62085
1059,13065
1163,12020
568,07095
1812,37240
1126,33030
1008,10015
2073,93045
852,48050
355,19015
737,19045
401,07100
1038,52070
1205,39043
516,09055
1379,27035
268,17005
554,14080
1693,53032
1555,14070
2358,17010
3468,14018
1062,33025
2309,68025
6331,61005
3019,55015
306,12035
2108,56035
779,18030
1514,51060
709,19005
352,29065
7127,67010
807,14060
5782,54008
448,49130
293,61020
523,32050
887,31135
109,13075
913,18055
2102,20025
1090,38065
1753,72043
2388,71020
2768,91035
3579,28020
536,37250
2345,19082
10758,34128
8847,68055
456,39020
799,29050
985,08035
1772,53020
568,30070
5373,63035
306,35045
2300,53040
938,17065
279,63040
713,30100
862,39145
773,39130
1176,26010
10874,77043
651,30085
707,56050
318,51030
276,27070
839,35020
1163,05055
1157,15058
1425,54090
425,11055
598,29125
483,80070
265,39005
1013,37245
381,92070
1745,70040
3409,60020
784,38005
1033,33007
783,71015
422,07070
1519,48045
703,29005
3481,61027
669,92045
290,34085
3699,35027
1445,21005
1372,34090
1571,08073
1370,16055
1294,70005
437,56030
1254,39135
852,10060
1807,54065
1085,19117
96,44005
433,07075
2442,27008
1165,50023
1658,28005
1116,62080
352,07035
694,50090
8952,71025
42410,70052
1752,07085
157,97040
479,41080
2649,26048
2753,89040
1151,89045
981,66127
25083,97007
6273,22020
49571,36033
1552,84010
120,84095
7307,47035
169136,43027
275,05010
34933,53052
867,46045
275,46030
2788,45008
963,45025
605,44050
3057,42005
9088,22035
527,30105
933,30110
1111,45105
4093,46058
785,95005
926,87042
2353,85005
4922,13073
1965,71075
117664,64008
25670,31084
465,84045
2916,80050
1430,39025
579,17035
1241,88075
970,71125
1229,69030
1422,27060
3150,11040
390,35055
138134,37067
418,42078
2152,48038
985,33070
900,07080
2142,42055
1034,42060
5306,78010
874,80140
719,78100
12215,82015
32932,89008
1654,42095
1862,26015
2997,78005
167,30015
171,87105
21498,59020
41019,71083
1369,71090
1741,56005
5836,59025
47516,39062
2483,85025
467,32085
375,84070
365,47030
4783,39077
4632,47025
2213,44080
2637,41098
560,76035
1418,77060
1055,41065
20974,66032
2562,49040
5323,42088
1380,40017
2877,51020
1715,53072
678,99125
224,99105
1887,99085
460,99140
1028,99090
832,99130
594,99110
2862,99095
722,99075
1902,99120
441,99115
1653,99135
395,99100
483,99080
0,62920
5,62906
0,79920
0,99904
0,62918
0,93908
0,97908
0,83904
0,03904
0,04904
0,83912
0,93906
0,79904
0,09904
0,07912
36,91902
5,95902
0,79910
0,34902
0,11902
0,35908
0,62919
5,07908
137,88904
0,22902
0,79912
0,79916
0,79902
0,62914
0,09902
10,88902
0,62904
5,79922
0,87902
0,62922
0,79924
0,89912
10,10902
0,21904
0,98904
0,97912
0,34906
0,62910
0,83906
0,79926
0,35902
7,07914
10,62908
0,89908
0,62902
43,94928
0,93904
0,83908
5,84902
5,35904
0,79914
0,16902
2,83902
0,62916
0,97914
0,79906
101,97904
0,94926
78,85905
25,85907
0,34904
0,89902
192,04902
0,02902
0,93902
62,15902
5,94930
188,92902
0,14904
0,98912
10,14902
270,89910
86,96902
35,05902
0,08902
0,35906
0,99902
49,92904
5,97906
0,97902
0,06902
89,87904
0,07906
0,03902
0,07904
15,07902
0,07910
0,06904
126,15904
88,62912
0,21902
0,99910
0,99914
0,99916
0,99918
0,99920
0,99922
0,99924
25826,REM05
45994,REM09
72419,REM12
82841,REM14
105248,REM15
87928,REM16
82064,REM17
95231,REM19
84299,REM20
108102,REM21
144297,REM22
141352,REM23
147624,REM24
148202,REM25
46909,REM27
73230,REM31
19688,REM32
114732,REM33
